,clust,Referred a Friend,Number of Referrals,Tenure in Months,Avg Monthly Long Distance Charges,Internet Service,Internet Type,Avg Monthly GB Download,Device Protection Plan,Unlimited Data,Monthly Charge,Total Charges,Total Extra Data Charges,Total Long Distance Charges,Total Revenue
2159,1,0,0,22,39.58,1,2,12,1,1,89.4,2001.5,0,870.76,2872.26
2160,2,1,1,53,0.0,1,1,13,1,1,60.45,3184.25,0,0.0,3184.25
2161,1,1,1,8,29.0,1,2,30,0,1,84.9,764.95,0,232.0,996.95
2162,1,1,1,2,8.5,1,2,59,0,1,73.55,145.4,0,17.0,162.4
2163,0,1,1,8,11.35,0,3,0,0,0,20.15,156.25,0,90.8,247.05
2164,2,1,1,48,0.0,1,1,22,1,1,34.7,1604.5,0,0.0,1604.5
2165,2,1,1,8,16.88,1,2,6,1,1,101.15,842.9,0,135.04,977.9399999999999
2166,1,0,0,20,5.54,1,2,59,1,1,88.7,1761.45,0,110.8,1872.25
2167,1,0,0,2,8.32,1,2,16,0,1,79.75,164.5,0,16.64,181.14
2168,1,0,0,27,11.09,1,2,6,0,1,94.55,2724.6,0,299.43,3024.0299999999997
2169,2,1,1,52,46.59,1,2,26,1,0,96.25,4990.25,120,2422.6800000000003,7532.93
2170,2,0,0,69,20.44,1,2,3,0,1,104.7,7220.35,0,1410.3600000000001,8630.710000000001
2171,1,0,0,40,8.08,1,1,76,0,1,55.25,2139.2,0,323.2,2462.3999999999996
2172,1,0,0,6,1.15,1,2,3,0,1,90.1,521.3,0,6.8999999999999995,528.1999999999999
2173,1,0,0,11,15.03,1,1,13,1,1,53.75,608.0,0,165.32999999999998,773.3299999999999
2174,1,0,0,6,2.6,1,2,22,0,1,89.3,577.6,0,15.600000000000001,593.2
2175,1,1,5,3,23.26,1,2,42,0,0,95.2,292.85,20,69.78,382.63
2176,1,1,1,8,47.91,1,2,23,0,1,74.5,609.9,0,383.28,993.18
2177,1,0,0,1,22.48,1,2,5,0,1,79.65,79.65,0,22.48,102.13000000000001
2178,1,1,1,1,39.79,1,2,7,0,1,80.05,80.05,0,39.79,119.84
2179,2,1,1,29,4.0,1,2,48,1,1,89.2,2698.35,0,116.0,2814.35
2180,1,1,1,19,14.09,1,2,25,0,0,83.65,1465.75,130,267.71,1863.46
2181,0,1,1,6,31.7,0,3,0,0,0,19.5,146.3,0,190.2,336.5
2182,1,0,0,1,6.44,1,1,4,0,1,51.25,51.25,0,6.44,57.69
2183,1,0,0,1,11.73,1,1,24,0,1,45.6,45.6,0,11.73,57.33
2184,1,0,0,6,48.89,1,1,22,0,1,49.65,267.35,0,293.34000000000003,560.69
2185,0,1,1,15,31.14,0,3,0,0,0,20.0,288.05,0,467.1,755.1500000000001
2186,1,1,1,25,0.0,1,0,82,0,1,34.0,853.0,0,0.0,853.0
2187,1,1,1,13,17.83,1,2,10,0,1,88.35,1222.8,0,231.78999999999996,1454.59
2188,2,1,1,49,6.45,1,2,10,1,1,107.95,5293.2,0,316.05,5609.25
2189,1,0,0,37,3.27,1,0,71,0,1,64.75,2345.2,0,120.99,2466.1899999999996
2190,1,0,0,26,6.24,1,2,25,1,1,89.8,2335.3,0,162.24,2497.54
2191,1,0,0,12,34.81,1,2,16,1,1,95.5,1115.15,0,417.72,1532.8700000000001
2192,2,1,3,5,36.88,1,2,8,1,1,84.5,453.75,0,184.4,638.15
2193,1,0,0,18,28.59,1,2,26,1,1,90.7,1597.25,0,514.62,2111.87
2194,2,0,0,54,43.47,1,2,82,1,1,103.95,5639.05,0,2347.38,7986.43
2195,1,0,0,10,5.63,1,2,26,0,1,74.75,799.65,0,56.3,855.9499999999999
2196,1,0,0,1,22.82,1,0,27,0,1,50.8,50.8,0,22.82,73.62
2197,1,0,0,2,39.03,1,2,30,0,0,80.25,144.55,10,78.06,232.61
2198,2,1,1,32,22.57,1,2,11,1,1,78.9,2447.95,0,722.24,3170.1899999999996
2199,1,0,0,36,43.97,1,2,42,0,1,84.75,3050.15,0,1582.92,4633.07
2200,1,0,0,53,16.43,1,2,29,0,1,85.45,4517.25,0,870.79,5388.04
2201,0,1,4,1,45.77,0,3,0,0,0,19.9,19.9,0,45.77,65.67
2202,1,0,0,1,27.12,1,2,23,0,1,70.6,70.6,0,27.12,97.72
2203,1,0,0,5,20.2,1,2,23,0,0,81.0,389.6,10,101.0,500.6
2204,1,0,0,6,39.32,1,2,12,0,1,84.85,523.5,0,235.92000000000002,759.4200000000001
2205,2,0,0,64,24.23,1,2,73,0,1,105.65,6903.1,0,1550.72,8453.82
2206,1,0,0,13,12.54,1,2,20,0,1,80.85,1008.7,0,163.01999999999998,1171.72
2207,1,1,3,9,26.51,1,2,18,0,1,89.45,853.1,0,238.59,1091.69
2208,1,0,0,10,33.75,1,1,11,0,0,72.15,794.25,80,337.5,1211.75
2209,1,0,0,2,41.64,1,1,25,1,1,76.4,160.8,0,83.28,244.08
2210,1,0,0,9,19.18,1,2,27,1,1,79.9,741.7,0,172.62,914.32
2211,2,1,1,70,42.67,1,1,24,1,1,65.3,4759.75,0,2986.9,7746.65
2212,0,0,0,1,17.25,0,3,0,0,0,19.65,19.65,0,17.25,36.9
2213,1,0,0,1,22.3,1,2,51,0,0,84.65,84.65,40,22.3,146.95000000000002
2214,1,0,0,13,0.0,1,0,16,0,1,31.05,347.25,0,0.0,347.25
2215,1,0,0,7,34.49,1,0,22,0,1,51.0,354.05,0,241.43,595.48
2216,1,0,0,1,40.42,1,0,59,0,1,44.35,44.35,0,40.42,84.77000000000001
2217,1,0,0,7,28.92,1,2,16,0,1,79.7,586.05,0,202.44,788.49
2218,1,0,0,54,6.7,1,0,16,0,1,55.0,3092.65,0,361.8,3454.4500000000003
2219,2,1,3,33,33.32,1,1,4,1,1,73.9,2405.05,0,1099.56,3504.61
2220,2,1,5,55,19.41,1,2,4,1,1,77.75,4458.15,0,1067.55,5525.7
2221,1,0,0,8,32.31,1,2,6,0,1,84.95,668.4,0,258.48,926.88
2222,1,0,0,11,44.94,1,2,25,0,1,73.85,926.25,0,494.34,1420.59
2223,1,1,2,49,0.0,1,1,5,0,0,51.8,2541.25,50,0.0,2591.25
2224,1,0,0,5,23.89,1,1,14,0,1,46.0,221.7,0,119.45,341.15
2225,1,0,0,4,9.98,1,1,13,0,1,51.75,201.1,0,39.92,241.01999999999998
2226,1,1,1,30,28.85,1,2,6,0,0,94.4,2838.7,80,865.5,3784.2
2227,1,0,0,1,2.24,1,2,6,0,1,70.15,70.15,0,2.24,72.39
2228,1,0,0,9,0.0,1,1,9,0,1,34.7,296.1,0,0.0,296.1
2229,1,0,0,1,22.86,1,2,24,0,1,81.1,81.1,0,22.86,103.96
2230,0,1,1,1,37.92,0,3,0,0,0,20.55,20.55,0,37.92,58.47
2231,2,0,0,61,41.23,1,2,28,1,1,106.6,6428.4,0,2515.0299999999997,8943.43
2232,2,1,7,59,49.31,1,2,21,1,0,106.75,6252.9,40,2909.29,9202.189999999999
2233,1,0,0,3,16.15,1,2,13,0,1,89.45,240.45,0,48.449999999999996,288.9
2234,1,0,0,3,30.18,1,2,7,0,1,97.9,315.3,0,90.53999999999999,405.84000000000003
2235,1,0,0,1,48.22,1,0,22,0,1,55.7,55.7,0,48.22,103.92
2236,1,0,0,13,30.88,1,2,3,1,1,79.8,973.45,0,401.44,1374.89
2237,2,1,1,18,0.0,1,0,30,1,1,39.05,669.85,0,0.0,669.85
2238,1,0,0,1,1.59,1,0,14,0,1,53.55,53.55,0,1.59,55.14
2239,2,1,1,70,5.48,1,2,14,1,1,93.9,6579.05,0,383.6,6962.650000000001
2240,2,1,1,68,23.67,1,2,22,1,1,113.15,7856.0,0,1609.5600000000002,9465.56
2241,1,1,3,11,11.5,1,2,27,0,1,80.5,896.9,0,126.5,1023.4
2242,0,0,0,1,49.2,0,3,0,0,0,19.3,19.3,0,49.2,68.5
2243,1,0,0,1,4.18,1,1,8,1,0,49.65,49.65,40,4.18,93.83000000000001
2244,2,0,0,46,45.2,1,1,17,1,1,54.35,2460.15,0,2079.2000000000003,4539.35
2245,1,0,0,4,49.14,1,2,15,0,1,88.45,370.65,0,196.56,567.21
2246,2,1,1,9,17.47,1,2,6,1,1,94.85,890.6,0,157.23,1047.83
2247,1,1,9,7,35.42,1,2,3,0,1,69.95,529.5,0,247.94,777.44
2248,1,0,0,1,6.54,1,0,52,0,1,48.6,48.6,0,6.54,55.14
2249,1,1,1,29,26.03,1,2,47,0,1,80.15,2265.25,0,754.87,3020.12
2250,1,0,0,3,47.51,1,2,85,0,1,75.5,220.6,0,142.53,363.13
2251,0,0,0,1,10.98,0,3,0,0,0,20.2,20.2,0,10.98,31.18
2252,1,1,1,3,35.18,1,2,13,0,1,74.75,229.5,0,105.53999999999999,335.03999999999996
2253,1,0,0,23,16.28,1,2,2,1,1,104.05,2470.1,0,374.44000000000005,2844.54
2254,1,0,0,13,17.02,1,2,41,0,1,96.65,1244.5,0,221.26,1465.76
2255,2,0,0,39,34.74,1,2,28,1,1,103.45,3994.45,0,1354.8600000000001,5349.3099999999995
2256,0,1,1,1,7.49,0,3,0,0,0,19.9,19.9,0,7.49,27.39
2257,1,1,1,14,0.0,1,1,12,0,1,46.35,667.7,0,0.0,667.7
2258,0,0,0,1,17.61,0,3,0,0,0,19.95,19.95,0,17.61,37.56
2259,1,0,0,1,19.32,1,2,22,0,1,79.6,79.6,0,19.32,98.91999999999999
2260,1,0,0,1,44.56,1,2,27,0,1,75.9,75.9,0,44.56,120.46000000000001
2261,2,1,1,1,35.15,1,2,14,1,0,76.2,76.2,50,35.15,161.35
2262,0,0,0,1,12.81,0,3,0,0,0,19.25,19.25,0,12.81,32.06
2263,2,1,1,42,10.73,1,2,22,1,1,84.3,3588.4,0,450.66,4039.06
2264,1,0,0,7,26.09,1,2,2,0,1,79.0,522.95,0,182.63,705.58
2265,1,0,0,1,23.0,1,2,59,0,1,70.25,70.25,0,23.0,93.25
2266,0,1,1,17,18.26,0,3,0,0,0,24.1,409.9,0,310.42,720.3199999999999
2267,1,0,0,1,43.48,1,1,16,0,0,60.0,60.0,10,43.48,113.47999999999999
2268,1,0,0,8,24.76,1,2,2,0,1,86.55,649.65,0,198.08,847.73
2269,1,0,0,39,0.0,1,1,4,1,1,50.75,2011.4,0,0.0,2011.4
2270,1,1,1,22,27.24,1,1,21,0,1,54.2,1152.7,0,599.28,1751.98
2271,2,1,1,70,41.88,1,2,59,1,0,109.5,7674.55,150,2931.6000000000004,10756.150000000001
2272,2,1,1,21,42.65,1,2,3,1,1,104.4,2157.95,0,895.65,3053.6
2273,1,0,0,1,9.05,1,2,21,0,1,75.7,75.7,0,9.05,84.75
2274,1,1,4,4,9.98,1,2,51,0,1,97.95,384.5,0,39.92,424.42
2275,1,0,0,32,27.69,1,2,73,0,1,108.15,3432.9,0,886.08,4318.9800000000005
2276,1,0,0,6,6.4,1,2,26,0,0,80.5,463.05,10,38.400000000000006,511.45000000000005
2277,1,0,0,1,35.28,1,2,51,0,1,71.35,71.35,0,35.28,106.63
2278,1,0,0,13,8.59,1,2,15,1,1,89.4,1132.35,0,111.67,1244.02
2279,0,0,0,1,47.26,0,3,0,0,0,20.6,20.6,0,47.26,67.86
2280,1,0,0,19,2.19,1,2,18,0,1,99.95,1931.75,0,41.61,1973.36
2281,1,0,0,10,49.5,1,2,19,0,1,81.0,818.05,0,495.0,1313.05
2282,1,0,0,1,42.09,1,2,9,0,1,70.15,70.15,0,42.09,112.24000000000001
2283,2,0,0,39,4.48,1,2,71,1,1,95.55,3692.85,0,174.72000000000003,3867.5699999999997
2284,2,0,0,36,27.72,1,2,24,1,1,87.55,3078.1,0,997.92,4076.02
2285,1,0,0,5,34.49,1,2,46,0,1,85.2,474.8,0,172.45000000000002,647.25
2286,1,0,0,13,0.0,1,0,53,0,1,35.1,446.1,0,0.0,446.1
2287,1,0,0,5,25.11,1,2,26,0,1,81.3,416.3,0,125.55,541.85
2288,0,0,0,2,29.81,0,3,0,0,0,19.6,35.85,0,59.62,95.47
2289,1,1,1,17,47.76,1,2,26,0,1,85.45,1451.6,0,811.92,2263.52
2290,1,1,1,1,18.84,1,2,19,0,1,71.0,71.0,0,18.84,89.84
2291,1,0,0,1,7.14,1,1,52,0,1,44.4,44.4,0,7.14,51.54
2292,1,1,2,1,23.63,1,2,52,0,1,79.35,79.35,0,23.63,102.97999999999999
2293,1,0,0,9,1.34,1,2,9,0,1,90.8,809.75,0,12.06,821.81
2294,1,1,1,20,16.49,1,2,8,0,1,70.45,1470.95,0,329.79999999999995,1800.75
2295,1,0,0,3,5.2,1,2,23,0,0,75.8,246.3,10,15.600000000000001,271.90000000000003
2296,2,1,7,17,17.91,1,2,9,1,1,88.25,1460.65,0,304.47,1765.1200000000001
2297,1,0,0,2,37.76,1,2,10,0,1,70.0,153.05,0,75.52,228.57
2298,1,0,0,21,9.06,1,2,10,0,1,97.35,2119.5,0,190.26000000000002,2309.76
2299,0,1,1,5,40.05,0,3,0,0,0,25.9,135.0,0,200.25,335.25
2300,1,0,0,24,8.99,1,1,5,0,0,55.65,1400.55,60,215.76,1676.31
2301,1,0,0,1,49.24,1,2,8,0,1,69.65,69.65,0,49.24,118.89000000000001
2302,1,0,0,10,45.21,1,2,3,1,1,100.6,1060.2,0,452.1,1512.3000000000002
2303,2,0,0,53,29.8,1,2,4,1,1,106.95,5785.5,0,1579.4,7364.9
2304,1,0,0,3,0.0,1,0,3,0,1,29.6,79.45,0,0.0,79.45
2305,2,1,2,49,49.63,1,2,9,0,1,95.6,4783.5,0,2431.8700000000003,7215.370000000001
2306,1,0,0,11,0.0,1,1,5,1,1,41.6,470.6,0,0.0,470.6
2307,1,0,0,45,14.12,1,2,3,0,1,100.85,4740.0,0,635.4,5375.4
2308,2,1,1,37,0.0,1,1,23,1,1,40.2,1448.8,0,0.0,1448.8
2309,2,1,1,49,39.6,1,2,20,0,1,84.5,4254.85,0,1940.4,6195.25
2310,0,0,0,1,11.25,0,3,0,0,0,20.2,20.2,0,11.25,31.45
2311,2,1,1,5,39.36,1,2,24,1,1,94.45,498.1,0,196.8,694.9000000000001
2312,2,1,1,9,0.0,1,1,10,1,0,48.75,442.2,10,0.0,452.2
2313,1,0,0,1,36.07,1,2,41,1,1,84.85,84.85,0,36.07,120.91999999999999
2314,1,0,0,12,7.97,1,0,10,0,1,56.65,654.85,0,95.64,750.49
2315,1,0,0,42,5.75,1,1,53,1,1,73.9,3160.55,0,241.5,3402.05
2316,0,1,1,33,35.31,0,3,0,0,0,24.5,740.3,0,1165.23,1870.48
2317,1,0,0,31,6.33,1,2,11,1,1,89.9,2806.9,0,196.23,2961.9500000000003
2318,2,1,1,42,34.65,1,2,9,1,0,99.45,4138.05,140,1455.3,5702.89
2319,1,0,0,12,42.58,1,1,22,0,1,74.05,872.65,0,510.96,1335.0
2320,1,1,1,7,19.23,1,2,52,0,1,89.75,608.8,0,134.61,717.39
2321,1,1,1,14,21.3,1,2,42,0,1,85.15,1139.2,0,298.2,1398.92
2322,1,0,0,16,20.44,1,2,59,0,0,94.25,1483.25,140,327.04,1950.29
2323,2,1,1,65,26.75,1,0,51,1,1,72.45,4653.85,0,1738.75,6378.370000000001
2324,2,0,0,42,33.46,1,2,52,1,1,105.2,4400.75,0,1405.32,5765.92
2325,1,1,3,6,8.59,1,2,28,0,1,82.85,460.25,0,51.54,462.84000000000003
2326,1,1,1,5,7.0,1,2,23,0,1,83.6,404.2,0,35.0,414.76
2327,2,0,0,68,21.74,1,2,73,1,1,108.45,7176.55,0,1478.32,8645.19
2328,1,1,1,3,31.61,1,2,20,0,0,91.5,242.95,10,94.83,347.78
2329,1,1,3,12,18.26,1,2,18,0,1,80.85,866.45,0,219.12,1061.85
2330,1,0,0,43,0.0,1,1,12,1,1,49.05,2076.2,0,0.0,2055.91
2331,2,1,1,70,16.78,1,2,48,1,1,114.2,7723.9,0,1174.6000000000001,8849.96
2332,1,0,0,1,26.0,1,2,8,0,1,70.75,70.75,0,26.0,96.75
2333,1,0,0,3,0.0,1,1,26,1,1,40.15,130.75,0,0.0,130.75
2334,2,1,3,36,24.51,1,2,27,1,1,97.35,3457.9,0,882.36,4335.3
2335,1,0,0,1,0.0,1,1,18,0,1,45.3,45.3,0,0.0,45.3
2336,1,0,0,2,26.05,1,2,2,1,1,94.95,178.1,0,52.1,230.2
2337,1,0,0,12,5.16,1,1,16,0,0,44.55,480.6,0,61.92,524.3100000000001
2338,1,1,3,1,0.0,1,1,21,0,1,23.45,23.45,0,0.0,23.45
2339,1,0,0,1,0.0,1,0,69,0,1,29.7,29.7,0,0.0,29.7
2340,2,1,4,59,9.23,1,2,48,0,1,101.1,6039.9,0,544.57,6584.469999999999
2341,1,0,0,3,22.56,1,0,3,0,1,50.65,151.3,0,67.67999999999999,218.98000000000002
2342,1,0,0,1,13.01,1,0,4,0,1,55.4,55.4,0,13.01,68.41
2343,1,0,0,52,33.69,1,2,52,0,1,111.25,5916.45,0,1751.8799999999999,7667.0599999999995
2344,1,0,0,2,5.33,1,0,52,1,1,55.1,113.35,0,10.66,124.00999999999999
2345,2,1,1,13,30.55,1,2,28,1,1,102.25,1359.0,0,397.15000000000003,1756.15
2346,1,0,0,5,24.32,1,0,22,0,0,53.85,259.8,10,121.6,368.44
2347,1,1,2,42,10.79,1,0,41,0,1,50.25,2203.65,0,453.17999999999995,2628.34
2348,1,0,0,25,48.42,1,2,8,1,1,99.5,2369.05,0,1210.5,3560.05
2349,1,0,0,9,24.52,1,2,9,0,1,71.0,672.55,0,220.68,884.8799999999999
2350,1,0,0,16,40.76,1,2,7,1,1,93.2,1573.7,0,652.16,2190.16
2351,0,0,0,5,31.76,0,3,0,0,0,19.35,126.05,0,158.8,284.85
2352,0,0,0,3,32.01,0,3,0,0,0,19.85,64.55,0,96.03,160.57999999999998
2353,2,1,4,31,3.73,1,2,13,1,1,104.2,3243.45,0,115.63,3342.0699999999997
2354,1,0,0,1,19.98,1,2,5,0,1,79.25,79.25,0,19.98,99.23
2355,1,0,0,1,41.78,1,1,59,0,1,44.9,44.9,0,41.78,86.68
2356,1,1,1,10,22.03,1,2,19,0,1,70.1,659.65,0,220.3,845.26
2357,1,0,0,4,0.0,1,1,48,1,1,29.65,118.5,0,0.0,118.5
2358,1,0,0,43,49.13,1,2,25,0,1,77.85,3365.85,0,2112.59,5478.4400000000005
2359,1,0,0,4,40.15,1,1,19,0,0,54.3,195.3,80,160.6,435.9
2360,2,1,1,47,19.02,1,2,17,1,1,110.85,5275.8,0,893.9399999999999,6164.8099999999995
2361,1,0,0,1,35.77,1,2,69,0,1,80.5,80.5,0,35.77,116.27000000000001
2362,1,0,0,4,29.98,1,2,71,0,1,72.2,305.55,0,119.92,425.47
2363,1,0,0,17,46.6,1,0,2,0,1,51.5,900.5,0,792.2,1657.3600000000001
2364,1,1,1,21,17.57,1,0,14,0,0,77.5,1625.0,80,368.97,2055.58
2365,2,1,1,42,18.26,1,2,29,1,1,95.25,3959.35,0,766.9200000000001,4698.969999999999
2366,1,1,1,5,1.12,1,2,22,0,1,85.75,470.95,0,5.6000000000000005,432.39
2367,1,1,1,7,8.95,1,2,73,0,1,69.0,506.9,0,62.64999999999999,569.55
2368,1,0,0,2,29.69,1,0,52,0,0,46.05,80.35,10,59.38,149.73
2369,1,0,0,5,28.2,1,2,29,1,1,100.5,514.0,0,141.0,655.0
2370,1,0,0,1,27.58,1,2,16,0,1,69.95,69.95,0,27.58,97.53
2371,1,0,0,1,7.99,1,2,30,0,1,93.3,93.3,0,7.99,101.28999999999999
2372,1,0,0,3,40.79,1,1,29,1,0,49.15,169.05,10,122.37,301.42
2373,1,0,0,1,0.0,1,1,22,0,1,35.05,35.05,0,0.0,35.05
2374,1,0,0,1,17.37,1,2,25,0,1,70.1,70.1,0,17.37,87.47
2375,0,0,0,2,32.03,0,3,0,0,0,20.35,33.2,0,64.06,97.26
2376,1,0,0,3,33.39,1,2,59,1,0,99.0,287.4,10,100.17,397.57
2377,1,0,0,26,14.3,1,2,20,0,1,83.95,2254.2,0,371.8,2626.0
2378,2,0,0,67,33.88,1,2,71,1,1,116.2,7752.3,0,2269.96,10022.26
2379,2,1,2,71,40.52,1,2,17,0,1,93.7,6585.35,0,2876.92,9462.27
2380,0,0,0,1,1.91,0,3,0,0,0,19.7,19.7,0,1.91,21.61
2381,1,0,0,5,35.22,1,2,58,0,1,75.55,413.65,0,176.1,589.75
2382,1,0,0,9,22.88,1,2,23,0,1,77.65,714.15,0,205.92,920.0699999999999
2383,2,0,0,54,49.98,1,2,26,0,1,105.4,5643.4,0,2698.9199999999996,8342.32
2384,1,0,0,2,37.43,1,2,18,1,1,95.85,197.7,0,74.86,272.56
2385,1,0,0,1,24.48,1,2,24,0,1,79.15,79.15,0,24.48,103.63000000000001
2386,0,1,1,30,15.36,0,3,0,0,0,19.65,655.85,0,460.79999999999995,1116.65
2387,1,0,0,4,27.57,1,2,27,0,1,79.0,303.15,0,110.28,413.42999999999995
2388,1,1,1,17,41.95,1,2,51,0,1,91.85,1574.45,0,713.1500000000001,2287.6000000000004
2389,1,0,0,1,39.6,1,1,17,0,1,49.9,49.9,0,39.6,89.5
2390,1,0,0,13,6.78,1,2,26,0,1,100.35,1358.85,0,88.14,1412.9
2391,2,1,1,50,34.14,1,2,69,0,1,103.7,5071.05,0,1707.0,6741.4400000000005
2392,2,1,5,65,49.33,1,2,16,1,1,89.75,5769.6,0,3206.45,8957.33
2393,0,0,0,1,26.37,0,3,0,0,0,20.3,20.3,0,26.37,46.67
2394,1,0,0,45,14.12,1,2,24,0,1,89.3,4016.85,0,635.4,4607.62
2395,1,0,0,1,39.66,1,2,8,0,1,74.3,74.3,0,39.66,113.96
2396,1,0,0,1,0.0,1,0,19,0,1,44.65,44.65,0,0.0,44.65
2397,1,1,5,13,29.92,1,2,21,0,1,84.05,1095.3,0,388.96000000000004,1460.29
2398,1,0,0,10,17.07,1,2,3,0,0,80.7,788.8,50,170.7,971.0799999999999
2399,1,0,0,4,26.16,1,2,85,0,1,101.7,364.55,0,104.64,467.71
2400,0,0,0,1,22.12,0,3,0,0,0,20.4,20.4,0,22.12,42.519999999999996
2401,2,1,1,41,45.03,1,2,10,1,1,102.6,4213.35,0,1846.23,6056.65
2402,2,1,3,71,47.34,1,2,12,1,1,106.0,7723.7,0,3361.1400000000003,11084.84
2403,1,0,0,3,26.04,1,0,16,0,1,55.1,154.65,0,78.12,232.77
2404,2,0,0,69,26.88,1,2,11,1,1,106.5,7348.8,0,1854.72,9203.52
2405,2,1,1,32,46.92,1,2,9,1,0,91.05,2954.5,70,1501.44,4525.9400000000005
2406,2,1,1,72,0.0,1,0,15,1,1,54.2,3937.45,0,0.0,3937.45
2407,1,0,0,6,39.36,1,2,5,0,1,69.25,418.4,0,236.16,654.56
2408,1,0,0,1,39.58,1,1,28,1,1,50.5,50.5,0,39.58,90.08
2409,1,0,0,31,6.71,1,1,3,0,1,79.45,2587.7,0,208.01,2795.71
2410,2,0,0,58,41.14,1,2,25,1,0,104.65,6219.6,40,2386.12,8645.720000000001
2411,1,0,0,44,42.92,1,2,23,0,1,100.55,4398.15,0,1888.48,6286.629999999999
2412,1,0,0,2,16.76,1,2,27,0,1,95.65,167.3,0,33.52,200.82000000000002
2413,1,0,0,1,18.34,1,2,6,1,1,94.4,94.4,0,18.34,112.74000000000001
2414,1,0,0,1,32.74,1,1,26,0,1,55.0,55.0,0,32.74,87.74000000000001
2415,1,0,0,1,10.38,1,2,7,1,1,101.45,101.45,0,10.38,111.83
2416,2,1,1,5,14.9,1,1,4,1,0,67.95,350.3,20,74.5,444.8
2417,1,0,0,1,8.31,1,2,27,0,1,69.5,69.5,0,8.31,77.81
2418,0,0,0,1,40.49,0,3,0,0,0,18.85,18.85,0,40.49,59.34
2419,1,0,0,1,23.72,1,2,19,0,1,69.2,69.2,0,23.72,92.92
2420,1,0,0,1,28.7,1,2,69,0,1,69.65,69.65,0,28.7,98.35000000000001
2421,1,0,0,1,33.41,1,2,28,1,1,82.3,82.3,0,33.41,115.71
2422,1,0,0,3,49.76,1,2,3,0,0,79.25,267.6,10,149.28,426.88
2423,1,0,0,13,35.96,1,2,42,0,1,84.6,1115.2,0,467.48,1582.68
2424,2,1,1,58,3.65,1,2,20,0,1,93.4,5435.6,0,211.7,5647.3
2425,2,1,1,42,6.84,1,2,27,0,1,94.2,4186.3,0,287.28,4473.58
2426,1,0,0,29,0.0,1,0,22,0,1,25.1,712.85,0,0.0,712.85
2427,1,0,0,1,34.4,1,0,52,1,1,48.95,48.95,0,34.4,83.35
2428,1,0,0,1,28.37,1,1,7,0,0,45.3,45.3,30,28.37,103.67
2429,1,0,0,2,14.14,1,2,28,1,1,85.85,167.3,0,28.28,195.58
2430,1,0,0,10,35.63,1,2,18,0,1,95.2,930.4,0,356.3,1286.7
2431,1,0,0,49,18.97,1,2,3,0,1,100.6,5069.65,0,929.53,5999.179999999999
2432,2,1,1,6,1.86,1,1,19,1,1,55.3,324.25,0,11.16,335.41
2433,2,0,0,35,39.84,1,2,48,1,1,102.35,3626.1,0,1394.4,5020.5
2434,2,1,1,70,17.17,1,2,20,1,0,115.65,7968.85,10,1201.9,9180.75
2435,1,0,0,2,16.14,1,2,2,1,1,79.85,152.45,0,32.28,184.73
2436,1,0,0,15,44.86,1,2,52,0,1,76.0,1130.85,0,672.9,1803.75
2437,1,0,0,9,36.43,1,1,16,0,1,74.65,703.55,0,327.87,1031.42
2438,1,0,0,1,26.14,1,1,22,0,1,56.25,56.25,0,26.14,82.39
2439,2,1,1,21,21.83,1,2,59,1,1,106.1,2249.95,0,458.42999999999995,2708.3799999999997
2440,1,0,0,1,12.4,1,2,28,0,1,68.65,68.65,0,12.4,81.05000000000001
2441,0,0,0,16,21.04,0,3,0,0,0,20.25,327.45,0,336.64,664.0899999999999
2442,1,1,1,15,34.63,1,2,15,0,1,74.9,1107.25,0,519.45,1626.7
2443,1,0,0,1,27.05,1,2,23,0,1,70.85,70.85,0,27.05,97.89999999999999
2444,1,0,0,2,37.72,1,2,27,0,1,69.8,134.7,0,75.44,210.14
2445,2,1,1,55,0.0,1,1,42,1,0,54.55,2978.3,50,0.0,3028.3
2446,1,0,0,7,23.35,1,1,6,0,1,70.75,450.8,0,163.45000000000002,614.25
2447,2,1,1,13,43.56,1,2,52,1,1,94.1,1215.6,0,566.28,1781.8799999999999
2448,1,1,1,3,0.0,1,0,15,0,1,29.7,91.7,0,0.0,91.7
2449,2,1,1,38,19.08,1,2,4,1,1,105.0,4026.4,0,725.04,4751.4400000000005
2450,1,0,0,1,0.0,1,0,51,0,0,25.3,25.3,10,0.0,35.3
2451,1,0,0,22,33.53,1,1,59,0,1,55.15,1193.05,0,737.6600000000001,1930.71
2452,0,0,0,1,4.11,0,3,0,0,0,20.1,20.1,0,4.11,24.21
2453,1,0,0,1,4.99,1,2,28,0,1,69.9,69.9,0,4.99,74.89
2454,1,0,0,43,49.64,1,2,27,0,1,101.4,4528.0,0,2134.52,6662.52
2455,1,0,0,1,41.77,1,2,15,0,1,80.8,80.8,0,41.77,122.57
2456,1,0,0,2,37.29,1,0,20,0,1,62.05,118.3,0,74.58,192.88
2457,1,1,1,34,41.32,1,0,71,0,1,62.65,2274.9,0,1404.88,3679.78
2458,1,0,0,1,13.61,1,2,25,0,1,74.5,74.5,0,13.61,88.11
2459,2,1,1,10,32.07,1,2,22,1,1,102.1,1068.85,0,320.7,1389.55
2460,1,0,0,16,14.26,1,1,53,0,1,50.15,762.25,0,228.16,990.41
2461,1,1,1,7,22.61,1,2,11,0,0,86.5,582.5,20,158.26999999999998,760.77
2462,1,1,1,1,2.2,1,2,30,0,1,69.15,69.15,0,2.2,71.35000000000001
